,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0,1.3734628925569468e-13,-2.4901136017677247e-16,-1.300856096813034e-14,3.781755108324564e-13,-1.0096026513336705e-17,-5.30125335782794e-15,9.888790914896811e-15,-5.5508337568587997e-17,6.307111819510026e-14,5.956637067610381e-15,1.7907231333276723e-15,-2.6820256589647455e-13,-1.4722238432296746e-15,-9.927905199387065e-15,2.053106341502781e-14,2.9161730059004294e-19,1.9349485394805164e-13,-2.308750883429104e-16,1.4436503049255572e-15,-5.085844956224893e-16
1,0.15563249861323455,4.179519426077604,0.5428225560700608,0.48477967986445636,0.024273119042845792,1.1974807127844542,0.08973919589434498,0.056270507361857014,0.4512436272026533,1.0239375393695747,0.03367391329163283,0.7029451113258889,0.2097255617008731,0.01763560502936251,0.8824116089785732,0.007892812923405046,0.6701746277651799,3.6834492302150466,2.635950927154454,5.441651094704866
2,0.4835754912569611,7.083513706922531,2.189293303624499,1.1027746676372772,0.025088723546240033,9.967439495027065,0.14243541947315386,0.08540734284906648,0.7688862119440953,3.4954243481457374,0.04880304020871762,1.9568375547344026,0.4696467833443805,0.04722538886996119,2.781402343649688,0.010675703363631328,1.663078358754099,7.084755070507526,12.648469783365726,8.940774973481894
3,0.5270275717398353,1.752482321113348,7.04755220822768,4.260362614644691,0.05842452593788039,4.940162705257535,0.17287176030315976,0.1903611894005124,2.381912525940187,6.025746166425104,0.12007307906749354,2.6781576186819027,2.027001044116332,0.12727253191958,1.95840535136713,0.04331167801697866,6.50849119189661,3.029052092693746,6.740678987232968,2.881333090364933
4,0.5609704260287975,1.1128218779340386,8.346510541592579,5.589109921827912,0.08667658170452341,2.8837530184537172,0.20685597807639344,0.2026589148791781,2.7076410417357692,6.447207650670668,0.17616699621251125,2.9962825729600566,2.7453854528139345,0.17059189451743087,1.733712978134971,0.055880004656501114,7.468796724220738,2.2646043561398983,4.264344135532156,1.9064722531475127
5,0.6511626174893417,1.1467636325396597,8.719885236336268,6.5237502795644104,0.0592964691168163,2.847130998969078,0.2169472086934343,0.22079691595102524,2.9975037526746746,6.80075802166421,0.18217516470902595,2.98260879830349,3.1639575628796592,0.19743384854485946,1.7929867506347374,0.05634712162953903,8.524856633041054,2.3262970799114555,4.218513616826385,1.990601132856682
6,0.7023144711637319,1.2111955778673291,10.15432197782502,7.352210207376629,0.11548580430098809,3.0198581360746175,0.251335905429789,0.24797613128427543,3.4109761170111597,7.806427768253187,0.17797578694700533,3.3295947513744784,3.6005989339901134,0.23588159452933866,2.309597858211575,0.057919626274824054,9.687339831492864,2.6679808711633086,4.320896093966439,2.1932483823038638
7,0.5300316589261237,1.057897900044918,8.369081785855819,6.075935678929089,0.07151778535917401,2.517468052357437,0.18219032191780113,0.20156598915610288,2.8225792482029655,6.355522822395977,0.14690833565304615,2.848236250525794,3.052387497387825,0.17507238904625805,1.9986781579151296,0.07191421085032629,8.070594713091845,2.3423385653644826,3.365032844338563,1.927126470208168
8,0.5617312337995689,0.9748023338615895,8.298923934902996,6.212266952544454,0.05570037933066488,2.567395037412645,0.1761544573343229,0.13903551217691754,2.728693624609958,6.235723731109863,0.1163980011493237,2.718570125604598,3.041942539997399,0.16152489416137145,2.2140279188857903,0.02745635247170526,8.183365335501728,2.304452195577324,3.560448739491401,1.9121730498969551
9,0.6388083608222717,1.0537831515073774,8.804908115455852,6.610843385010963,0.025615805012438386,2.786431154608727,0.17856362629732417,0.15212134086050355,2.957764835475244,6.674478427290721,0.0763766393765593,3.0520383404417473,3.2675135034136478,0.1831793145617069,2.3937361627467886,0.03931760000913869,8.480681161023673,2.3808411974459878,3.911149797216059,2.1140926823019983
10,0.7318648066628005,1.1601648002862932,9.73441187280491,7.278355453908447,0.050758501838146224,3.10216304883361,0.17764717630859364,0.14629632356227376,3.20709105487913,7.255838847734861,0.10457593297891776,3.143988764459499,3.460568803548811,0.1787710201299547,2.977512509049845,0.030356444232023706,9.24964374378323,2.6057725444436075,4.232285706698893,2.231663709133863
11,0.8118667301745349,1.2565310567617411,10.278211309760817,8.101232870668179,0.07384749734774232,3.1040812253952033,0.20895237865553049,0.22032019446845083,3.49640482055256,7.585417074782401,0.12049223230704627,3.257906079217124,3.904368630424143,0.1589178756108084,3.2491039747605104,0.042595440835617636,10.363890910893678,2.8628937494009734,4.358548301458361,2.3106611900031577
12,0.795518275216681,1.1997657112777236,10.474766314495376,8.116748248040675,0.061658360607911786,2.9970577210187903,0.23210322196755442,0.24266483759504776,3.5926441616844356,7.198187378665904,0.12815146569912983,3.2089375547275605,4.078993741050362,0.22373756891400662,3.7532403409481017,0.058525249764636564,10.600204781256622,2.7752930264919993,4.323499391973018,2.101058285683394
13,0.7916902170839615,0.9949324637651442,10.371735166199517,7.6705952867865514,0.0556295007816516,2.5332819342613226,0.21463400965597262,0.24286951013596647,3.722496005333457,7.075191706149363,0.11117377224123179,3.254386712289262,4.098663021996619,0.19996056728290346,4.102004943788048,0.07322351766051725,10.427126694098124,2.5570999510586256,3.8267720138654093,1.9064519438892613
14,0.9489332626784016,0.8836517676711081,9.688999876938775,6.985491977632045,0.051097169576678425,1.9329256631433978,0.19802247638437506,0.2034594793626866,3.4294361468637367,6.680294223126846,0.12204892359464455,3.3530151399971757,3.8249814577400687,0.17923440371042226,4.771344892680645,0.04309933701876929,9.845940200239417,2.239145392179489,3.0961862138472496,1.6337961621582515
15,1.014458602251004,0.8743427522480489,9.637716171052318,6.7050872195512055,0.052747542026918386,1.7880428241565838,0.17015791983118334,0.16852570608310485,3.349277005717155,7.127517661900496,0.0924178515440417,3.843790199883602,3.978455175086857,0.1999869624969278,5.8695076044648875,0.037557164224563164,9.691110493987791,2.4269665107130995,3.005567869916556,1.648426363617182
16,1.050335261635766,0.9136838570237159,9.351673987042163,5.819698341935867,0.046443044650368394,1.6598197713494303,0.16203324509895087,0.16208611364955916,3.2935150207020323,6.684400540171193,0.1003909460763509,3.7606366717203876,3.7413662567734716,0.18574342889491227,7.070137786865225,0.03727355081865653,9.031107027642438,2.523478634655475,2.7699134092777955,1.5663506377488379
17,1.0966074999863882,0.833323957398534,9.57897746013479,5.420574965514239,0.05674652627203614,1.8183312822133308,0.19903503411320858,0.16977104895777298,3.243306286446746,7.0465259715449085,0.12304621950166846,4.019573022018817,3.8490371420979512,0.23527794345318112,8.170864842832087,0.04581294178497047,8.974659631028768,2.5892676204442973,2.7813062111847087,1.5553775910288095
