,x0,x1,x2
2,23.511740260687688,106.1316801737876,33.30476966679284
3,36.141183771229834,106.83138273014846,30.837717303960886
4,40.476672582439846,107.52596629880084,22.59583807020681
5,44.326122826171684,115.95450555420928,22.561844320559782
6,54.32062196756857,132.53739237047427,24.366608776913935
7,47.5070338147845,109.70951512536078,19.556887549189828
8,48.74667584705113,109.29774362359615,18.984914021644155
9,53.50812493451681,115.66241824305615,19.621123197252295
10,58.99527773013782,126.78235514936071,20.854735296356512
11,62.759726626859184,138.22300076233844,22.200424648669454
12,63.26327828484583,140.11494793242963,21.832310554586666
13,66.01901317407335,134.80057896947906,19.05094080925918
14,71.66095065692826,125.56919586114789,14.877939409209608
15,77.74227383504909,126.9161159399652,13.274447142711127
16,75.46572977800994,125.34014976875281,12.081918948998648
17,80.24785842194845,130.12967645979128,12.441592106409363
18,86.6707652089621,134.85897257870712,12.850853113137427
19,89.004287176501,133.86923394549243,12.82489913010703
20,90.92635233256922,132.30432711542568,12.771646736484648
21,91.80573842313902,131.49730516652647,12.727326892402575
22,82.08600907301913,128.53613654199074,13.166063863402941
23,83.60641054044005,126.2727907281018,13.582985999118577
24,85.4004862011926,123.96322573650001,14.207397646588271
25,86.22750994890755,122.0353621299072,14.795654705698471
26,80.11160672523532,120.26667767662182,15.605416785904211
27,81.02012026656871,118.33260971420093,16.589591274154913
28,76.89072102688753,116.97976530476288,17.75233109127309
29,77.50347913538695,115.21971196070373,19.030473658694454
30,74.63093497297952,114.2233301904463,21.217903220591857
31,73.83353428887797,112.1653774376175,23.956784773555132
32,72.83715654613691,111.499517285922,26.504373373784098
33,70.40654792099136,110.86335704195396,28.3402019959589
34,67.84344120321965,108.40738547865894,29.00117153965996
35,70.10941647913086,113.93347975168524,31.420884085765277
36,67.55187582761779,111.25089588092682,31.384120572883106
37,66.57085007830696,110.38074517790777,31.888028033999497
38,66.82340804080029,111.55927303433049,33.26929127494629
39,65.8446412203506,110.18029849094063,33.63891247225614
